gene	Median	class	Mean	stdev	Predicted_0.4
AT4G39800	0.338423302	unknown	0.354216967	0.079284816	GM
AT5G26810	0.2828805	unknown	0.321104262	0.188897529	GM
AT5G38460	0.131828155	unknown	0.137089612	0.0478254	GM
AT5G03770	0.186009724	unknown	0.199525197	0.078025018	GM
AT2G19110	0.283365121	unknown	0.279496656	0.062018569	GM
AT3G18500	0.293161091	unknown	0.314236357	0.088341751	GM
AT4G09720	0.334821159	unknown	0.363630299	0.125198811	GM
AT2G38940	0.263944325	unknown	0.289288451	0.150604447	GM
AT5G48440	0.28145459	unknown	0.319501168	0.147409832	GM
AT3G47860	0.306665529	unknown	0.314492545	0.066822734	GM
AT5G28960	0.365512013	unknown	0.392518839	0.16259217	GM
AT3G48540	0.170059452	unknown	0.220442968	0.15460447	GM
AT1G52700	0.37936556	unknown	0.377197352	0.086307149	GM
AT4G25300	0.352891998	unknown	0.381549678	0.166213197	GM
AT3G12020	0.189369417	unknown	0.200129136	0.069872266	GM
AT3G59380	0.073100223	unknown	0.083545789	0.038590261	GM
AT2G16600	0.273310982	unknown	0.288567088	0.122013366	GM
AT3G18080	0.372144493	unknown	0.379013211	0.118107837	GM
AT5G04180	0.319155019	unknown	0.327586038	0.080796191	GM
AT5G27400	0.290925237	unknown	0.30455691	0.104395271	GM
AT1G65960	0.292172352	unknown	0.297208789	0.078995678	GM
AT2G07050	0.292627037	unknown	0.291552399	0.098914721	GM
AT1G73740	0.229177658	unknown	0.246916299	0.097974237	GM
AT1G10130	0.16686944	unknown	0.190815462	0.08661927	GM
AT5G19840	0.318157092	unknown	0.336622548	0.082308442	GM
AT1G25375	0.102581322	unknown	0.107933567	0.042339047	GM
AT3G23640	0.143964731	unknown	0.155965715	0.048512566	GM
AT1G36310	0.063602516	unknown	0.067451378	0.026967152	GM
AT4G29510	0.139040532	unknown	0.141868969	0.047866511	GM
AT4G29250	0.360979065	unknown	0.364989608	0.077146006	GM
AT3G61010	0.247497005	unknown	0.259622385	0.073427016	GM
AT4G00590	0.332498595	unknown	0.338494431	0.06896654	GM
AT5G49970	0.106292742	unknown	0.116542391	0.054588511	GM
AT1G31170	0.200116273	unknown	0.207446351	0.060787856	GM
AT5G48300	0.07160919	unknown	0.079920466	0.038029436	GM
AT5G45020	0.344721117	unknown	0.344830912	0.057862806	GM
AT3G59100	0.300976078	unknown	0.30717638	0.107838505	GM
AT5G06580	0.0790503	unknown	0.082043987	0.033871422	GM
AT1G04710	0.121009555	unknown	0.130490503	0.054444662	GM
AT1G19430	0.237101089	unknown	0.242980484	0.083183329	GM
AT4G29800	0.359298201	unknown	0.374732766	0.091480057	GM
AT1G16720	0.277188177	unknown	0.27543682	0.084304078	GM
AT3G47800	0.191402379	unknown	0.195709458	0.056715858	GM
AT3G20390	0.054777968	unknown	0.063073247	0.030991245	GM
AT1G10657	0.310712117	unknown	0.353420595	0.176726936	GM
AT5G50160	0.195622703	unknown	0.198189335	0.056042995	GM
AT4G38310	0.373814444	unknown	0.398876232	0.184256067	GM
AT3G49110	0.240217162	unknown	0.283722437	0.156939691	GM
AT3G10180	0.20086435	unknown	0.20067438	0.054253857	GM
AT4G01660	0.327394499	unknown	0.336048533	0.106255337	GM
AT1G07700	0.374254678	unknown	0.389811489	0.128071751	GM
AT4G21210	0.22570431	unknown	0.227442108	0.06001123	GM
AT3G08510	0.227245507	unknown	0.23213297	0.06129257	GM
AT5G28910	0.274490236	unknown	0.309337464	0.167118166	GM
AT3G14790	0.166894118	unknown	0.191796665	0.100465095	GM
AT4G25960	0.352253878	unknown	0.360126675	0.103414489	GM
AT1G66670	0.092863392	unknown	0.100063317	0.044735389	GM
AT2G19170	0.259627597	unknown	0.273232258	0.103270404	GM
AT2G25080	0.231028748	unknown	0.240761463	0.075906733	GM
AT2G38730	0.167332801	unknown	0.19615406	0.108628577	GM
AT4G36750	0.126599808	unknown	0.129071116	0.034622178	GM
AT3G04030	0.332307679	unknown	0.346499277	0.098830134	GM
AT4G10060	0.230898849	unknown	0.236611094	0.057480237	GM
AT3G54900	0.300821305	unknown	0.314238355	0.114651487	GM
AT2G20260	0.129124757	unknown	0.144896154	0.059048253	GM
AT3G23410	0.217284615	unknown	0.221231141	0.060116631	GM
AT1G60660	0.199109427	unknown	0.212156848	0.07025632	GM
AT5G20260	0.251843017	unknown	0.291589149	0.179279118	GM
AT5G50750	0.340609554	unknown	0.351307233	0.075192573	GM
AT3G43220	0.132835812	unknown	0.135399356	0.054071829	GM
AT5G65690	0.270436	unknown	0.30897206	0.191063562	GM
AT3G32980	0.119367611	unknown	0.157424239	0.123768771	GM
AT2G35690	0.120604831	unknown	0.12600569	0.046745309	GM
AT5G08740	0.047445032	unknown	0.053156611	0.021565819	GM
AT2G46850	0.400654403	unknown	0.396622183	0.080181896	GM
AT1G45231	0.327854818	unknown	0.361823508	0.176903069	GM
AT3G11420	0.302159145	unknown	0.314921323	0.077726714	GM
AT2G30790	0.336577478	unknown	0.33757064	0.094284681	GM
AT4G13010	0.283028027	unknown	0.294138469	0.08337524	GM
AT5G19630	0.249769332	unknown	0.256744019	0.076780219	GM
AT5G66190	0.175639814	unknown	0.179600527	0.059542553	GM
AT1G78920	0.22240975	unknown	0.236473961	0.069674294	GM
AT3G23670	0.195226103	unknown	0.194593076	0.063980328	GM
AT4G03340	0.33120953	unknown	0.355626974	0.105142521	GM
AT1G09430	0.313006089	unknown	0.317436471	0.068849927	GM
AT3G19720	0.164010937	unknown	0.172334896	0.055866876	GM
AT3G44190	0.245677282	unknown	0.245031056	0.058328838	GM
AT3G04870	0.114955019	unknown	0.124377651	0.051917556	GM
AT1G67080	0.17603504	unknown	0.184520774	0.060861028	GM
AT3G20520	0.288821061	unknown	0.296748735	0.079037125	GM
AT4G37270	0.216182867	unknown	0.221184011	0.058797962	GM
AT3G47360	0.194233467	unknown	0.238096142	0.148286573	GM
AT5G51060	0.31145434	unknown	0.320689636	0.070259445	GM
AT1G02000	0.379810198	unknown	0.383252586	0.127555879	GM
AT2G29630	0.138499768	unknown	0.137052762	0.047037976	GM
AT3G02410	0.118494124	unknown	0.154156519	0.119419517	GM
AT5G11920	0.266231814	unknown	0.277642168	0.089365155	GM
AT5G18670	0.394499678	unknown	0.395094582	0.071730928	GM
AT1G14310	0.108085031	unknown	0.112799742	0.038880436	GM
AT3G20150	0.373852927	unknown	0.387448727	0.10081499	GM
AT3G01720	0.175285298	unknown	0.18257506	0.058301183	GM
AT5G43910	0.379839597	unknown	0.382211937	0.083976638	GM
AT1G55880	0.091078977	unknown	0.093537188	0.033169777	GM
AT1G53290	0.267166717	unknown	0.279425188	0.090452007	GM
AT1G19170	0.219507227	unknown	0.24398907	0.099113633	GM
AT1G26640	0.085277435	unknown	0.093155457	0.036449454	GM
AT2G43350	0.14789577	unknown	0.149187324	0.05051896	GM
AT1G29870	0.278224287	unknown	0.290762348	0.08326345	GM
AT4G21580	0.219736383	unknown	0.23089278	0.069636934	GM
AT1G64400	0.357325089	unknown	0.372180861	0.084962876	GM
AT1G60500	0.352866812	unknown	0.351095498	0.091536616	GM
AT3G46850	0.217113858	unknown	0.263074372	0.14359765	GM
AT5G58290	0.250662427	unknown	0.257628375	0.111266108	GM
AT4G33540	0.248667461	unknown	0.256891454	0.074216809	GM
AT1G06820	0.047087899	unknown	0.056103617	0.026689528	GM
AT2G28210	0.247385807	unknown	0.277746069	0.126433503	GM
AT3G05630	0.287324932	unknown	0.301794339	0.092117155	GM
AT1G12850	0.071495257	unknown	0.079211166	0.034823681	GM
AT3G54270	0.24514723	unknown	0.248231748	0.066731886	GM
AT1G56500	0.313667645	unknown	0.32135075	0.067375037	GM
AT4G09670	0.344431334	unknown	0.349180312	0.064762788	GM
AT5G41900	0.378766299	unknown	0.387440432	0.079638957	GM
AT3G56840	0.105300153	unknown	0.105105426	0.027192969	GM
AT5G04500	0.318016888	unknown	0.317212035	0.074612391	GM
AT2G47050	0.286826847	unknown	0.29084314	0.068078457	GM
AT2G33150	0.208552392	unknown	0.219238	0.063757404	GM
AT3G63200	0.225125455	unknown	0.229319717	0.050577858	GM
AT2G33255	0.109717127	unknown	0.117464784	0.033836135	GM
AT5G10100	0.355733744	unknown	0.365074217	0.11117182	GM
AT5G46025	0.186826453	unknown	0.220866965	0.137890621	GM
AT4G15930	0.143530079	unknown	0.161734761	0.069095889	GM
AT3G05510	0.147001969	unknown	0.14753964	0.039738851	GM
AT1G49880	0.181098903	unknown	0.185694494	0.06467766	GM
AT3G02730	0.359376968	unknown	0.382697046	0.135790034	GM
AT1G66520	0.206574594	unknown	0.220141284	0.08514427	GM
AT5G17000	0.358034599	unknown	0.380557604	0.182935993	GM
AT5G37920	0.294289428	unknown	0.333695379	0.16795398	GM
AT5G24760	0.256570613	unknown	0.279128538	0.086376108	GM
AT4G26820	0.299328485	unknown	0.31347796	0.090192361	GM
AT3G56700	0.353635086	unknown	0.352117999	0.109884603	GM
AT1G02270	0.309414598	unknown	0.326776078	0.080663239	GM
AT3G26430	0.175319192	unknown	0.232150792	0.159799073	GM
AT2G41790	0.257182305	unknown	0.26725331	0.063759696	GM
AT2G32020	0.340176265	unknown	0.345874756	0.086832649	GM
AT2G17850	0.305426074	unknown	0.305975372	0.09088652	GM
AT3G11730	0.193110553	unknown	0.230562575	0.129784237	GM
AT5G10560	0.26451815	unknown	0.29117179	0.109847175	GM
AT3G01660	0.108084455	unknown	0.113472662	0.040916442	GM
AT1G10050	0.309551224	unknown	0.308188663	0.074342134	GM
AT5G51820	0.09374084	unknown	0.096588002	0.033359078	GM
AT2G25610	0.161863179	unknown	0.161244489	0.053623903	GM
AT1G58260	0.312021953	unknown	0.351931166	0.166640193	GM
AT2G32760	0.248802334	unknown	0.251174903	0.072333163	GM
AT4G36810	0.299280593	unknown	0.307889601	0.120507953	GM
AT2G39270	0.356758038	unknown	0.384707953	0.169944772	GM
AT3G60910	0.126244983	unknown	0.130188335	0.041773762	GM
AT4G25840	0.080066944	unknown	0.080014971	0.026913991	GM
AT5G58070	0.23880684	unknown	0.247752012	0.06331136	GM
AT2G43900	0.121138878	unknown	0.12463931	0.044152034	GM
AT2G21550	0.182546128	unknown	0.202978486	0.074453602	GM
AT4G02130	0.162555749	unknown	0.16701556	0.056024695	GM
AT5G19670	0.272226545	unknown	0.286802204	0.126408766	GM
AT5G34581	0.297818803	unknown	0.337029717	0.172773161	GM
AT3G42850	0.19827915	unknown	0.206088099	0.058927499	GM
AT5G09930	0.34034984	unknown	0.351639018	0.074830335	GM
AT5G62690	0.322163153	unknown	0.340412112	0.121967483	GM
AT1G11660	0.344861988	unknown	0.357162208	0.084934353	GM
AT4G32915	0.054288353	unknown	0.061330128	0.028617063	GM
AT1G80290	0.189464244	unknown	0.195497085	0.059559654	GM
AT1G76130	0.267982327	unknown	0.274492343	0.078266777	GM
AT4G29120	0.221483018	unknown	0.222294792	0.060147779	GM
AT5G08415	0.04912733	unknown	0.058302213	0.034908984	GM
AT5G62880	0.249397381	unknown	0.274539642	0.128174025	GM
AT4G23100	0.257705444	unknown	0.267826709	0.095587173	GM
AT1G63140	0.293811405	unknown	0.316188069	0.144595812	GM
AT2G38700	0.05491688	unknown	0.06349612	0.030910303	GM
AT3G51150	0.171851248	unknown	0.181374513	0.060553947	GM
AT1G55810	0.158519706	unknown	0.17409753	0.061697931	GM
AT2G34630	0.301039359	unknown	0.310232126	0.129914361	GM
AT1G72810	0.135140926	unknown	0.139085393	0.046146824	GM
AT2G44890	0.338877384	unknown	0.366459964	0.153785864	GM
AT1G53390	0.109170816	unknown	0.112363051	0.037471643	GM
AT2G26910	0.378628647	unknown	0.398395181	0.109331425	GM
AT3G10350	0.356877352	unknown	0.3554122	0.079806672	GM
AT1G16460	0.188417903	unknown	0.19473632	0.053145967	GM
AT1G58440	0.164708313	unknown	0.177304376	0.057395707	GM
AT1G77420	0.37111579	unknown	0.373423115	0.110433721	GM
AT3G48820	0.220011484	unknown	0.276549967	0.161009767	GM
AT3G42180	0.151192459	unknown	0.211548722	0.154176304	GM
AT5G51260	0.274763916	unknown	0.273794754	0.063217863	GM
AT5G43860	0.382028909	unknown	0.394500793	0.080292424	GM
AT5G53920	0.186437982	unknown	0.198566042	0.073841008	GM
AT5G19850	0.314224465	unknown	0.333350467	0.08956773	GM
AT3G61760	0.236761028	unknown	0.244172403	0.065651657	GM
AT3G47750	0.287174848	unknown	0.327337157	0.15966463	GM
AT4G29890	0.271142967	unknown	0.28344119	0.098210705	GM
AT2G17640	0.165616812	unknown	0.171811124	0.05920442	GM
AT4G19210	0.090621087	unknown	0.099045097	0.051025869	GM
AT5G64640	0.354974163	unknown	0.351011533	0.100251403	GM
AT4G19170	0.308850536	unknown	0.309560707	0.076891461	GM
AT5G23910	0.209615248	unknown	0.215681444	0.065496191	GM
AT1G69190	0.240233031	unknown	0.237422665	0.082126828	GM
AT5G48950	0.321885866	unknown	0.337409361	0.08525229	GM
AT5G57300	0.156290181	unknown	0.164864023	0.059919447	GM
AT3G03980	0.2707538	unknown	0.287298359	0.135036843	GM
AT5G03860	0.241231974	unknown	0.250392495	0.086069761	GM
AT4G34570	0.202526439	unknown	0.216224252	0.100592681	GM
AT3G27870	0.286224258	unknown	0.295714391	0.085631606	GM
AT3G61440	0.13364519	unknown	0.140590548	0.049323849	GM
AT5G61540	0.318033402	unknown	0.331298926	0.074493666	GM
AT3G18890	0.338280717	unknown	0.351609895	0.090126695	GM
AT4G05390	0.360056542	unknown	0.368450594	0.076542159	GM
AT1G76570	0.355788854	unknown	0.365463953	0.129923372	GM
AT3G05600	0.243448309	unknown	0.252428744	0.077258022	GM
AT3G17360	0.221163439	unknown	0.220846242	0.073280253	GM
AT5G05480	0.294871401	unknown	0.297266824	0.084567368	GM
AT3G18850	0.186340809	unknown	0.196065242	0.061954991	GM
AT2G34770	0.244032624	unknown	0.245080616	0.06507818	GM
AT1G49350	0.121701915	unknown	0.131287241	0.044101167	GM
AT3G23910	0.314972153	unknown	0.332932149	0.129573274	GM
AT5G64440	0.152096218	unknown	0.165207373	0.064900185	GM
AT4G27360	0.247160908	unknown	0.277934136	0.14213238	GM
AT5G65165	0.273578158	unknown	0.29992481	0.170120947	GM
AT4G28620	0.33285647	unknown	0.353261436	0.14206387	GM
AT2G32090	0.202722842	unknown	0.20904665	0.056450822	GM
AT3G61650	0.293530117	unknown	0.303075967	0.132037476	GM
AT4G11980	0.03994923	unknown	0.050091494	0.031286621	GM
AT4G08876	0.283538562	unknown	0.324606105	0.156738788	GM
AT3G61700	0.2903774	unknown	0.302454593	0.086397714	GM
AT3G10970	0.127838324	unknown	0.132680383	0.056830829	GM
AT4G39955	0.359391515	unknown	0.361911532	0.09502634	GM
AT5G21950	0.281888405	unknown	0.315102545	0.183831725	GM
AT3G55920	0.216521494	unknown	0.242099822	0.121541009	GM
AT3G54250	0.163158123	unknown	0.165831089	0.044969061	GM
AT4G37390	0.31337261	unknown	0.329081176	0.131163356	GM
AT4G36940	0.087210059	unknown	0.095325712	0.037682341	GM
AT4G23850	0.239300381	unknown	0.237900481	0.067763738	GM
AT4G13430	0.050892621	unknown	0.05952205	0.030720009	GM
AT3G43670	0.348557327	unknown	0.359537565	0.072319674	GM
AT2G29960	0.271574839	unknown	0.282694036	0.102349506	GM
AT4G38970	0.28662031	unknown	0.292091775	0.103242882	GM
AT3G63420	0.129791432	unknown	0.139040287	0.047654294	GM
AT3G01820	0.26452712	unknown	0.270300576	0.063751273	GM
AT5G47910	0.388983558	unknown	0.396892256	0.085660478	GM
AT3G19420	0.175092219	unknown	0.18166828	0.063380058	GM
AT5G37530	0.045962172	unknown	0.054656122	0.028593883	GM
AT4G33860	0.292837366	unknown	0.331463998	0.145919034	GM
AT5G47720	0.182207433	unknown	0.192340565	0.062133744	GM
AT4G02500	0.17562914	unknown	0.177453221	0.065277628	GM
AT2G37440	0.326278712	unknown	0.339046309	0.107361384	GM
AT1G44180	0.325358124	unknown	0.34936215	0.151231472	GM
AT2G20800	0.299241925	unknown	0.302470055	0.083177579	GM
AT1G74320	0.13940483	unknown	0.143008021	0.043372978	GM
AT1G30410	0.319052992	unknown	0.366361689	0.169964005	GM
AT2G38060	0.24536218	unknown	0.260893656	0.087014904	GM
AT1G08080	0.323055046	unknown	0.32910951	0.099774633	GM
AT4G24170	0.346245649	unknown	0.356228712	0.08574289	GM
AT5G38290	0.189464983	unknown	0.194425037	0.058018656	GM
AT3G20020	0.066587728	unknown	0.072837671	0.029882164	GM
AT5G17060	0.292075105	unknown	0.301142813	0.102017185	GM
AT1G17430	0.306630746	unknown	0.312340861	0.061974886	GM
AT1G21350	0.10329464	unknown	0.119453937	0.062251834	GM
AT5G21482	0.279280591	unknown	0.317759793	0.192555881	GM
AT1G15950	0.302441896	unknown	0.315764332	0.071116913	GM
AT1G20260	0.223688887	unknown	0.242158695	0.127706696	GM
AT3G02780	0.121049392	unknown	0.130648794	0.052499029	GM
AT3G22360	0.367393083	unknown	0.379246445	0.086843805	GM
AT3G14420	0.191642534	unknown	0.240947149	0.156248306	GM
AT1G48130	0.303285909	unknown	0.318961868	0.079304838	GM
AT4G15510	0.142173336	unknown	0.163148047	0.066889583	GM
AT5G65205	0.370082202	unknown	0.38806754	0.13675243	GM
AT2G40116	0.356758038	unknown	0.388646132	0.171180056	GM
AT3G59760	0.333786464	unknown	0.349015273	0.077293913	GM
AT5G09430	0.300879094	unknown	0.311086774	0.082867048	GM
AT5G48230	0.11574493	unknown	0.122049454	0.047442236	GM
AT3G45140	0.369972952	unknown	0.374766192	0.083651439	GM
AT4G25650	0.207500118	unknown	0.219134788	0.071818355	GM
AT4G28025	0.278180115	unknown	0.288790945	0.082845221	GM
AT5G26600	0.144467399	unknown	0.154089582	0.057105699	GM
AT3G10670	0.081730283	unknown	0.094009184	0.048966104	GM
AT3G59845	0.342031498	unknown	0.352218438	0.127212621	GM
AT3G06550	0.187731691	unknown	0.239172504	0.14989264	GM
AT1G67290	0.371024093	unknown	0.367596327	0.093708386	GM
AT5G57440	0.169977707	unknown	0.176068329	0.048431054	GM
AT1G66130	0.183086744	unknown	0.190066073	0.050183385	GM
AT3G56650	0.228223678	unknown	0.243156437	0.081318463	GM
AT5G17230	0.118864591	unknown	0.12424127	0.046304756	GM
AT3G24170	0.215832381	unknown	0.225914854	0.060842595	GM
AT3G62180	0.331027019	unknown	0.327577999	0.085717596	GM
AT2G01270	0.094716327	unknown	0.09583074	0.036678897	GM
AT1G08940	0.387120243	unknown	0.398970157	0.081842049	GM
AT5G47400	0.309514131	unknown	0.324978976	0.096124242	GM
AT1G59950	0.386983267	unknown	0.385135512	0.074814156	GM
AT3G16920	0.348951405	unknown	0.357076637	0.105090318	GM
AT2G23096	0.285224818	unknown	0.326592067	0.148998014	GM
AT5G10050	0.37573567	unknown	0.390036528	0.128287552	GM
AT4G28060	0.237627216	unknown	0.281558396	0.163031188	GM
AT3G50790	0.098011808	unknown	0.103953469	0.041836478	GM
AT1G75020	0.251614658	unknown	0.249552893	0.055012309	GM
AT1G54220	0.076688407	unknown	0.079640212	0.037630215	GM
AT3G47010	0.367161066	unknown	0.364005881	0.088495143	GM
AT3G10370	0.155615534	unknown	0.163835521	0.060858937	GM
AT4G31790	0.069991508	unknown	0.075068542	0.030188507	GM
AT5G14500	0.144945548	unknown	0.150194718	0.041630384	GM
AT5G16410	0.220479756	unknown	0.262694444	0.170346984	GM
AT4G34960	0.211508843	unknown	0.236577659	0.121278265	GM
AT5G03880	0.222116811	unknown	0.226492096	0.06191875	GM
AT5G16760	0.26162331	unknown	0.261104561	0.060557534	GM
AT3G26130	0.37575823	unknown	0.394751657	0.092671007	GM
AT1G71180	0.207080553	unknown	0.231639919	0.081685239	GM
AT4G25280	0.178674283	unknown	0.188869758	0.057973633	GM
AT2G20680	0.367765335	unknown	0.373052985	0.087552963	GM
AT1G27980	0.324103786	unknown	0.324229441	0.081338758	GM
AT5G57330	0.113429428	unknown	0.125455243	0.053509823	GM
AT4G10710	0.153198161	unknown	0.154411246	0.047861847	GM
AT3G14050	0.23686951	unknown	0.242215991	0.071006103	GM
AT3G48410	0.282846677	unknown	0.298712611	0.081667302	GM
AT1G79600	0.334883097	unknown	0.340022553	0.102529037	GM
AT4G33220	0.345001709	unknown	0.376316657	0.117330961	GM
AT4G15240	0.371237909	unknown	0.394120494	0.162807769	GM
AT3G30842	0.181083898	unknown	0.236863167	0.156821589	GM
AT4G26965	0.306866931	unknown	0.339951818	0.171120984	GM
AT1G31230	0.330572891	unknown	0.336711103	0.093152503	GM
AT1G50170	0.107407487	unknown	0.117145561	0.048264131	GM
AT1G64390	0.376922712	unknown	0.379249869	0.092282261	GM
AT4G26160	0.205024523	unknown	0.210117948	0.073277998	GM
AT5G62620	0.379421065	unknown	0.376187156	0.077884173	GM
AT4G27680	0.339859484	unknown	0.352347079	0.117713773	GM
AT1G11680	0.346126505	unknown	0.350103514	0.097423802	GM
AT3G52180	0.276170786	unknown	0.288119553	0.072507632	GM
AT3G53950	0.240354996	unknown	0.248270584	0.071493472	GM
AT2G42690	0.25116183	unknown	0.258505536	0.084731619	GM
AT5G24670	0.203334759	unknown	0.209156925	0.049463079	GM
AT3G28415	0.182629866	unknown	0.216950943	0.145326761	GM
AT1G24320	0.269148596	unknown	0.272525051	0.070130988	GM
AT5G23530	0.35120913	unknown	0.35093047	0.110148937	GM
AT3G17770	0.213488125	unknown	0.224178544	0.069620971	GM
AT3G58580	0.138995992	unknown	0.150806298	0.057996821	GM
AT5G10880	0.23399458	unknown	0.256422802	0.088981286	GM
AT1G19920	0.232123682	unknown	0.239182731	0.054635348	GM
AT1G08280	0.199189069	unknown	0.207919607	0.072426361	GM
AT1G07230	0.189512823	unknown	0.199696683	0.061931373	GM
AT5G48020	0.105131915	unknown	0.112058544	0.049358335	GM
AT5G04090	0.331672679	unknown	0.364045636	0.183511776	GM
AT5G04060	0.266232907	unknown	0.274573008	0.112051064	GM
AT4G37830	0.215148864	unknown	0.225211895	0.086342937	GM
AT1G17340	0.33759928	unknown	0.344228276	0.081323117	GM
AT3G15090	0.247309628	unknown	0.250501937	0.077152435	GM
AT4G26940	0.342615685	unknown	0.351922919	0.11607424	GM
AT4G12740	0.156204458	unknown	0.164768204	0.065028341	GM
AT4G29670	0.272821593	unknown	0.272288962	0.061143123	GM
AT5G01260	0.362420898	unknown	0.364513695	0.08867843	GM
AT1G71330	0.375354211	unknown	0.394449494	0.183076462	GM
AT2G37700	0.334401929	unknown	0.371211645	0.153799031	GM
AT4G04320	0.071360285	unknown	0.086634917	0.051154614	GM
AT5G42650	0.367490067	unknown	0.380205455	0.086419207	GM
AT1G67560	0.386419727	unknown	0.390475177	0.089323761	GM
AT5G67560	0.217352242	unknown	0.24260465	0.113285234	GM
AT3G10550	0.115377597	unknown	0.122941011	0.043078522	GM
AT4G17370	0.267842127	unknown	0.278291271	0.087151576	GM
AT2G40300	0.228536081	unknown	0.235158478	0.058388448	GM
AT4G38650	0.331121087	unknown	0.372301567	0.177557039	GM
AT5G14200	0.298450576	unknown	0.337236114	0.187371829	GM
AT4G28706	0.129358974	unknown	0.13704827	0.048766445	GM
AT4G03240	0.104260035	unknown	0.117648539	0.053167215	GM
AT5G04590	0.139739591	unknown	0.15039276	0.05422888	GM
AT4G34360	0.209811588	unknown	0.218380759	0.060837581	GM
AT5G53580	0.190955068	unknown	0.198863623	0.066055373	GM
AT4G28570	0.165098361	unknown	0.174055289	0.048296452	GM
AT3G13750	0.338987979	unknown	0.336519437	0.091693835	GM
AT1G05470	0.11270395	unknown	0.127459927	0.061543682	GM
AT5G36890	0.380354699	unknown	0.38953178	0.114534434	GM
AT1G60710	0.263656387	unknown	0.264813008	0.077026296	GM
AT1G76090	0.186071889	unknown	0.20303897	0.066711803	GM
AT1G56450	0.13848982	unknown	0.144239337	0.070316418	GM
AT2G39220	0.315592052	unknown	0.325291139	0.086237313	GM
AT5G37650	0.298450576	unknown	0.340489827	0.188425599	GM
AT3G53260	0.27815172	unknown	0.279822672	0.071825865	GM
AT4G19010	0.329913392	unknown	0.342120497	0.102500593	GM
AT3G52000	0.327610038	unknown	0.357515086	0.145018773	GM
AT1G13640	0.143679291	unknown	0.155177852	0.053334088	GM
AT4G35790	0.295329524	unknown	0.307468155	0.075269343	GM
AT1G33250	0.196059571	unknown	0.211204687	0.068574312	GM
AT1G10830	0.081108137	unknown	0.096265058	0.047062408	GM
AT4G24260	0.311382618	unknown	0.323908323	0.110755293	GM
AT5G39940	0.0990642	unknown	0.100565751	0.033219644	GM
AT5G48450	0.372403614	unknown	0.391180841	0.104856257	GM
AT5G38100	0.267268378	unknown	0.296600967	0.166960597	GM
AT5G01600	0.270210423	unknown	0.276179784	0.07281921	GM
AT1G15020	0.273040863	unknown	0.279450342	0.095820291	GM
AT1G09630	0.304039891	unknown	0.336821296	0.128163786	GM
AT5G04980	0.227703563	unknown	0.237678624	0.063508956	GM
AT4G28070	0.325231712	unknown	0.363597136	0.173853931	GM
AT5G19830	0.08593503	unknown	0.089955422	0.034796167	GM
AT1G07310	0.195094197	unknown	0.199849295	0.060703143	GM
AT4G28630	0.288431395	unknown	0.301520481	0.138564409	GM
AT3G47420	0.363050028	unknown	0.36934804	0.107977636	GM
AT4G04910	0.212325262	unknown	0.231706931	0.089520887	GM
AT1G05790	0.128832672	unknown	0.139381887	0.056184558	GM
AT1G08980	0.113686355	unknown	0.116307277	0.044305233	GM
AT4G32420	0.182060276	unknown	0.203240143	0.114580051	GM
AT1G78520	0.278969868	unknown	0.311614188	0.170965397	GM
AT4G33180	0.259412718	unknown	0.25216018	0.066203139	GM
AT5G59840	0.340756998	unknown	0.361018651	0.150385599	GM
AT5G22740	0.313135177	unknown	0.310846266	0.090985318	GM
AT1G18460	0.258016845	unknown	0.266943147	0.080602029	GM
AT4G32540	0.288828338	unknown	0.288153618	0.08003925	GM
AT2G36880	0.20379063	unknown	0.213449251	0.06712405	GM
AT2G23420	0.173406821	unknown	0.179336335	0.061528436	GM
AT1G45110	0.158759762	unknown	0.177324058	0.078128739	GM
AT2G21370	0.123937234	unknown	0.12958016	0.043867915	GM
AT4G20990	0.289936447	unknown	0.325900722	0.145525022	GM
AT1G74470	0.119254841	unknown	0.127594848	0.06987054	GM
AT5G07370	0.16913737	unknown	0.181456169	0.055802021	GM
AT1G59900	0.175890486	unknown	0.184797067	0.059597486	GM
AT3G26820	0.314442658	unknown	0.34582855	0.131205162	GM
AT3G32030	0.117472395	unknown	0.166364403	0.13408102	GM
AT1G80280	0.241003668	unknown	0.252442498	0.078043291	GM
AT2G47040	0.29819392	unknown	0.324624406	0.141515859	GM
AT3G66654	0.181423574	unknown	0.239461366	0.166542956	GM
AT5G35100	0.22192282	unknown	0.237966232	0.11042261	GM
AT3G06860	0.257069569	unknown	0.258135623	0.073048197	GM
AT3G16390	0.248306135	unknown	0.30152988	0.174475158	GM
AT4G05520	0.179001605	unknown	0.193868572	0.06199052	GM
AT5G09300	0.20423174	unknown	0.209821392	0.060624147	GM
AT1G09300	0.068322977	unknown	0.073878554	0.030278169	GM
AT1G78060	0.375076983	unknown	0.378003834	0.124062967	GM
AT1G73540	0.33857044	unknown	0.34216195	0.074784141	GM
AT3G56060	0.264646082	unknown	0.274142224	0.078692982	GM
AT1G20060	0.250456933	unknown	0.286001846	0.128940357	GM
AT2G45510	0.328464143	unknown	0.331177266	0.115761226	GM
AT2G36130	0.209158482	unknown	0.22902779	0.115841864	GM
AT1G32220	0.319675524	unknown	0.32333065	0.067883383	GM
AT2G28605	0.192297431	unknown	0.193460475	0.078702923	GM
AT5G16700	0.206892202	unknown	0.245459273	0.155522888	GM
AT5G13120	0.256462277	unknown	0.275476093	0.126564503	GM
