gene	Median	class	Mean	stdev	Predicted_0.4
AT4G04610	0.390142791	SM_holdout	0.390314458	0.087741544	GM
AT3G54660	0.310116195	SM_holdout	0.320408653	0.098158583	GM
AT3G19450	0.394688806	SM_holdout	0.392345981	0.076275706	GM
AT1G65840	0.373047389	SM_holdout	0.388134403	0.072555861	GM
AT2G15490	0.982003772	SM_holdout	0.966365409	0.040197354	SM
AT1G54870	0.712062988	SM_holdout	0.712614662	0.100025663	SM
AT1G13100	0.964686902	SM_holdout	0.952061089	0.04128572	SM
AT3G16340	0.736766126	SM_holdout	0.730722876	0.094787148	SM
AT3G61880	0.864293438	SM_holdout	0.863137768	0.063460861	SM
AT5G10600	0.819009096	SM_holdout	0.792040162	0.133201434	SM
AT5G17220	0.868808558	SM_holdout	0.854559959	0.062164923	SM
AT4G10490	0.932572466	SM_holdout	0.921540196	0.05342877	SM
AT1G17190	0.884178782	SM_holdout	0.882242896	0.050115316	SM
AT5G10610	0.837365854	SM_holdout	0.808659027	0.133171806	SM
AT3G12900	0.785204592	SM_holdout	0.78352571	0.090745451	SM
AT1G02920	0.874393115	SM_holdout	0.850772255	0.109566594	SM
AT1G67830	0.641619265	SM_holdout	0.642970651	0.112289947	SM
AT2G24180	0.947244148	SM_holdout	0.939733678	0.032591276	SM
AT3G60290	0.594440123	SM_holdout	0.587469633	0.112777301	SM
AT4G38540	0.546322038	SM_holdout	0.554168801	0.088847301	SM
AT3G47930	0.163835052	GM_holdout	0.172912477	0.065940626	GM
AT2G37090	0.176628865	GM_holdout	0.179019624	0.05139252	GM
AT1G08680	0.289138973	GM_holdout	0.307867323	0.088246429	GM
AT5G63310	0.157553446	GM_holdout	0.169414718	0.075436145	GM
AT3G57180	0.089981278	GM_holdout	0.095286568	0.03959652	GM
AT5G08370	0.323672598	GM_holdout	0.336965872	0.091730446	GM
AT1G04290	0.318581811	GM_holdout	0.328219493	0.09433634	GM
AT3G03300	0.082350761	GM_holdout	0.090139265	0.037699443	GM
AT5G64050	0.105232397	GM_holdout	0.11163816	0.039142442	GM
AT1G48910	0.333986191	GM_holdout	0.338774784	0.096067487	GM
AT3G22110	0.058315317	GM_holdout	0.072018273	0.049162988	GM
AT1G17980	0.116430949	GM_holdout	0.124321076	0.052339025	GM
AT2G16500	0.361157096	GM_holdout	0.358513571	0.066215328	GM
AT1G18500	0.156804103	GM_holdout	0.164085583	0.054752251	GM
AT4G15130	0.276517679	GM_holdout	0.284765416	0.066722098	GM
AT1G62830	0.171666099	GM_holdout	0.173142571	0.054036517	GM
AT3G46940	0.235683546	GM_holdout	0.24562916	0.086279005	GM
AT3G47390	0.13132025	GM_holdout	0.145647031	0.055100432	GM
AT5G10160	0.103683674	GM_holdout	0.108639257	0.048595873	GM
AT4G33010	0.139666971	GM_holdout	0.150666832	0.059343216	GM
AT3G62290	0.286823783	GM_holdout	0.312915985	0.124894622	GM
AT1G18440	0.070246837	GM_holdout	0.070787818	0.021835272	GM
AT1G47260	0.058535086	GM_holdout	0.070513762	0.043693575	GM
AT4G38040	0.316543904	GM_holdout	0.316021403	0.102165015	GM
AT2G21170	0.119128271	GM_holdout	0.124823007	0.052997232	GM
AT4G32810	0.348021614	GM_holdout	0.380909326	0.180828812	GM
AT2G19450	0.181451241	GM_holdout	0.188974206	0.054297765	GM
AT4G16210	0.157028981	GM_holdout	0.163645203	0.061661315	GM
AT4G22570	0.164405414	GM_holdout	0.173322926	0.064528241	GM
AT5G63680	0.323485344	GM_holdout	0.339798558	0.115234218	GM
AT1G77130	0.103471947	GM_holdout	0.113680297	0.047559676	GM
AT4G39980	0.316583883	GM_holdout	0.328574486	0.075169766	GM
AT1G01220	0.048848243	GM_holdout	0.053865156	0.021043534	GM
AT3G48720	0.400079323	GM_holdout	0.397698532	0.152461674	GM
AT3G14290	0.113599112	GM_holdout	0.124990967	0.059442145	GM
AT1G08520	0.105370048	GM_holdout	0.11370378	0.048559307	GM
AT1G68720	0.167324462	GM_holdout	0.176297702	0.051823337	GM
AT2G30200	0.103535402	GM_holdout	0.112100218	0.050723374	GM
AT3G15640	0.078222924	GM_holdout	0.086755962	0.046506709	GM
AT3G55360	0.088620524	GM_holdout	0.094651266	0.045804398	GM
AT1G72550	0.061734833	GM_holdout	0.069296197	0.037806855	GM
AT1G69740	0.108322136	GM_holdout	0.113803787	0.041467867	GM
AT3G08590	0.226434854	GM_holdout	0.224200644	0.046127952	GM
AT4G30340	0.124670138	GM_holdout	0.128226405	0.048624184	GM
AT5G13450	0.062768336	GM_holdout	0.071126042	0.034646536	GM
AT3G51660	0.329363493	GM_holdout	0.34267578	0.075438651	GM
AT3G54010	0.227684022	GM_holdout	0.238286189	0.091005177	GM
AT1G78580	0.153295638	GM_holdout	0.159943764	0.047518106	GM
AT1G23320	0.386822651	GM_holdout	0.389105427	0.078074415	GM
AT5G14430	0.325509635	GM_holdout	0.326180852	0.101488888	GM
AT1G45130	0.340939566	GM_holdout	0.344634355	0.089811742	GM
AT1G11840	0.201241053	GM_holdout	0.203196629	0.057554748	GM
AT1G73370	0.089306119	GM_holdout	0.09825625	0.039062337	GM
AT2G21790	0.170890205	GM_holdout	0.183899952	0.07101443	GM
AT5G64300	0.149074056	GM_holdout	0.163886335	0.074736423	GM
AT1G67350	0.179170685	GM_holdout	0.189999785	0.07189495	GM
AT5G17770	0.124558777	GM_holdout	0.126817192	0.041768992	GM
AT2G40840	0.20851187	GM_holdout	0.215349501	0.068421951	GM
AT1G05900	0.348559459	GM_holdout	0.356516757	0.093165279	GM
AT5G25880	0.173107216	GM_holdout	0.17998212	0.062925851	GM
AT4G37690	0.232844875	GM_holdout	0.265292774	0.159768365	GM
AT5G26570	0.185857877	GM_holdout	0.196923437	0.07411779	GM
AT5G14740	0.313427047	GM_holdout	0.321363921	0.0809003	GM
AT2G22570	0.176209169	GM_holdout	0.180466789	0.048641559	GM
AT2G41680	0.190376045	GM_holdout	0.202261582	0.068215248	GM
AT5G64380	0.127781401	GM_holdout	0.144884265	0.057625523	GM
AT4G34740	0.133465865	GM_holdout	0.141858669	0.042788602	GM
AT4G10100	0.174371547	GM_holdout	0.187541022	0.066468843	GM
AT4G25970	0.301820179	GM_holdout	0.298634873	0.067833732	GM
AT1G32440	0.217606796	GM_holdout	0.225283099	0.066879617	GM
AT5G43600	0.09205488	GM_holdout	0.101347977	0.040564289	GM
AT1G30600	0.327965037	GM_holdout	0.332568037	0.121483251	GM
AT5G37600	0.336716281	GM_holdout	0.345163148	0.087559234	GM
AT3G62030	0.389868042	GM_holdout	0.3889266	0.131574996	GM
AT3G24360	0.28580513	GM_holdout	0.290425457	0.07672003	GM
AT3G09840	0.337929977	GM_holdout	0.36649686	0.106647976	GM
AT5G58220	0.106247377	GM_holdout	0.112698834	0.047044323	GM
AT4G02580	0.02623079	GM_holdout	0.032846408	0.023101073	GM
AT5G59290	0.340466846	GM_holdout	0.35139823	0.105643589	GM
AT2G43400	0.113831315	GM_holdout	0.118661322	0.044396205	GM
AT4G13260	0.255369565	GM_holdout	0.270305909	0.0872724	GM
AT1G26220	0.17772771	GM_holdout	0.190332711	0.069396278	GM
AT5G13110	0.225747965	GM_holdout	0.239155253	0.070785995	GM
AT3G15850	0.150671277	GM_holdout	0.156854498	0.053730812	GM
AT5G17530	0.083673701	GM_holdout	0.089470165	0.039524436	GM
AT1G53310	0.15271122	GM_holdout	0.153155704	0.04966071	GM
AT4G11640	0.102387081	GM_holdout	0.112086037	0.050907868	GM
AT5G16890	0.316664464	GM_holdout	0.35195963	0.183329408	GM
AT1G18690	0.306668113	GM_holdout	0.310933498	0.079703783	GM
AT2G20810	0.212785613	GM_holdout	0.229974582	0.105590105	GM
AT4G00570	0.267742606	GM_holdout	0.275846358	0.088816005	GM
AT5G58250	0.06482849	GM_holdout	0.071013843	0.02948827	GM
AT4G28720	0.379645843	GM_holdout	0.392391475	0.09192492	GM
AT4G33760	0.079687412	GM_holdout	0.091817681	0.045072497	GM
AT1G11860	0.170688892	GM_holdout	0.186702015	0.076410703	GM
AT4G39540	0.133062537	GM_holdout	0.14502357	0.052572526	GM
AT2G04630	0.059401202	GM_holdout	0.069506596	0.037430574	GM
AT4G32840	0.131228685	GM_holdout	0.142333341	0.058697632	GM
AT5G15050	0.098354081	GM_holdout	0.105322379	0.043683548	GM
AT4G35190	0.209081125	GM_holdout	0.221881599	0.072357135	GM
AT5G16240	0.367940225	GM_holdout	0.371641868	0.083213999	GM
AT3G47520	0.201599699	GM_holdout	0.222808614	0.076418302	GM
AT3G63150	0.112123898	GM_holdout	0.122356353	0.044396054	GM
AT5G23070	0.188220873	GM_holdout	0.201329112	0.08165423	GM
AT2G16370	0.312367474	GM_holdout	0.337714937	0.14043807	GM
AT5G64250	0.263140386	GM_holdout	0.265656499	0.082124297	GM
AT2G43080	0.29758684	GM_holdout	0.305852971	0.081982591	GM
AT4G24620	0.230123919	GM_holdout	0.238526225	0.067078884	GM
AT5G28840	0.225410273	GM_holdout	0.227292273	0.063007746	GM
AT2G19940	0.112698743	GM_holdout	0.121744231	0.059714752	GM
AT1G69770	0.144094821	GM_holdout	0.145919442	0.052743096	GM
AT4G33150	0.357909669	GM_holdout	0.379715576	0.096948192	GM
AT4G22930	0.105948253	GM_holdout	0.116683035	0.044622861	GM
AT1G78240	0.359496781	GM_holdout	0.36750284	0.08128328	GM
AT2G28880	0.194080038	GM_holdout	0.204351721	0.067551988	GM
AT4G19180	0.342984309	GM_holdout	0.375768134	0.171392697	GM
AT2G37585	0.157862313	GM_holdout	0.165779729	0.053245963	GM
AT1G17710	0.434875338	GM_holdout	0.435791151	0.078520618	SM
AT2G43940	0.785368653	GM_holdout	0.728274329	0.167398793	SM
AT2G23620	0.887518047	GM_holdout	0.868401768	0.075899362	SM
AT1G04040	0.567483143	GM_holdout	0.563260587	0.105060188	SM
AT1G05800	0.445580542	GM_holdout	0.451894591	0.121720252	SM
AT4G22530	0.456639203	GM_holdout	0.462889772	0.094113325	SM
AT4G12720	0.431583338	GM_holdout	0.42558136	0.09486357	SM
AT5G37680	0.413016513	GM_holdout	0.438523895	0.118951031	SM
AT3G46060	0.404152321	GM_holdout	0.419146947	0.121168243	SM
AT1G01280	0.797394063	GM_holdout	0.788202674	0.0886724	SM
AT2G40190	0.42308376	GM_holdout	0.444921264	0.159803532	SM
AT1G14250	0.886607676	GM_holdout	0.861418327	0.099638796	SM
AT4G14140	0.571201773	GM_holdout	0.548717391	0.162414776	SM
AT4G26330	0.514045846	GM_holdout	0.529890069	0.136353037	SM
AT4G13560	0.461293929	GM_holdout	0.455951964	0.081685841	SM
AT5G57540	0.75372738	GM_holdout	0.735811546	0.133113215	SM
AT3G02875	0.415243204	GM_holdout	0.427065708	0.097112012	SM
AT3G46170	0.741271124	GM_holdout	0.722842969	0.122068799	SM
AT2G04450	0.624068459	GM_holdout	0.613396634	0.114125871	SM
AT5G42240	0.406410492	GM_holdout	0.412945627	0.103743244	SM
AT1G11580	0.836454664	GM_holdout	0.823651181	0.06708863	SM
AT1G32940	0.766610802	GM_holdout	0.742723796	0.118742416	SM
AT1G02880	0.409288093	GM_holdout	0.447635798	0.185043566	SM
AT1G67110	0.799522765	GM_holdout	0.791530615	0.094719874	SM
AT5G10330	0.440362821	GM_holdout	0.451389357	0.174862432	SM
AT1G35250	0.462494821	GM_holdout	0.487357566	0.129961648	SM
AT5G51750	0.630986087	GM_holdout	0.618253828	0.117562356	SM
AT4G29700	0.544483343	GM_holdout	0.547112397	0.085815019	SM
AT4G26530	0.557537044	GM_holdout	0.542149347	0.116926881	SM
AT2G19590	0.786365327	GM_holdout	0.776085159	0.098550933	SM
AT1G24793	0.881502128	GM_holdout	0.815483502	0.174926154	SM
AT5G28020	0.683557345	GM_holdout	0.679782711	0.10461678	SM
AT4G15290	0.825155873	GM_holdout	0.808929138	0.084795242	SM
AT2G17130	0.422915035	GM_holdout	0.432499418	0.125600748	SM
AT1G25450	0.563755352	GM_holdout	0.567941541	0.130032077	SM
AT3G28180	0.480071484	GM_holdout	0.490955717	0.108863431	SM
AT3G25820	0.461247051	GM_holdout	0.449089143	0.16223704	SM
AT1G62940	0.622783695	GM_holdout	0.621087932	0.119632658	SM
AT1G12780	0.448887063	GM_holdout	0.461258445	0.104181939	SM
AT2G27690	0.802615471	GM_holdout	0.797482169	0.082461829	SM
AT4G26850	0.487176333	GM_holdout	0.482499317	0.092298739	SM
AT5G20020	0.644265711	GM_holdout	0.636222755	0.165212598	SM
AT4G29360	0.614547147	GM_holdout	0.597725857	0.125344639	SM
AT3G53160	0.921526702	GM_holdout	0.905191212	0.064106436	SM
AT4G03400	0.476487837	GM_holdout	0.477986851	0.121961805	SM
AT5G16390	0.189313377	GM	0.199322812	0.067742161	GM
AT1G23360	0.111693959	GM	0.117894228	0.042850644	GM
AT1G34430	0.213990311	GM	0.222802358	0.071984971	GM
AT1G04620	0.120889016	GM	0.126195592	0.049891604	GM
AT3G22880	0.163562059	GM	0.172328235	0.044743013	GM
AT3G27060	0.291532435	GM	0.297182403	0.069741508	GM
AT5G47780	0.337354656	GM	0.335878033	0.088890484	GM
AT5G50370	0.220130292	GM	0.223430156	0.088042177	GM
AT5G08300	0.149329044	GM	0.158219667	0.059924573	GM
AT5G66280	0.322560695	GM	0.333378365	0.081662062	GM
AT2G45290	0.347130322	GM	0.353607602	0.076857233	GM
AT1G54940	0.194732613	GM	0.20532118	0.080886291	GM
AT5G37830	0.165700157	GM	0.17238381	0.061246293	GM
AT1G47290	0.216673128	GM	0.213958321	0.061324031	GM
AT5G40850	0.309856837	GM	0.320286659	0.081548748	GM
AT2G44040	0.293234282	GM	0.326351128	0.153039322	GM
AT4G08040	0.339630224	GM	0.351526745	0.088484183	GM
AT2G36310	0.120184934	GM	0.127383061	0.041214481	GM
AT5G06090	0.207943463	GM	0.251750965	0.162854275	GM
AT3G08560	0.227812595	GM	0.251790075	0.082799707	GM
AT3G03250	0.155079689	GM	0.16897553	0.05389966	GM
AT2G38740	0.285029234	GM	0.294007788	0.078204201	GM
AT1G28960	0.328604773	GM	0.33677242	0.08183325	GM
AT5G10920	0.025582701	GM	0.029321694	0.016120771	GM
AT3G29200	0.339507866	GM	0.346027534	0.093176208	GM
AT4G00360	0.374460286	GM	0.379817075	0.141860912	GM
AT5G08340	0.07547746	GM	0.084416869	0.037224061	GM
AT5G39990	0.13312494	GM	0.143448279	0.056292252	GM
AT1G64970	0.383141147	GM	0.391664389	0.093258487	GM
AT2G26640	0.335471564	GM	0.344284918	0.107883709	GM
AT3G63250	0.138241552	GM	0.142965908	0.048660312	GM
AT5G63840	0.093828162	GM	0.104731847	0.050349517	GM
AT3G17240	0.228168624	GM	0.223229296	0.063125259	GM
AT1G69200	0.232038691	GM	0.23918379	0.074136	GM
AT2G31960	0.299808918	GM	0.310858471	0.113079644	GM
AT2G31320	0.106711994	GM	0.112863683	0.0463339	GM
AT4G33650	0.127219457	GM	0.134469379	0.056353143	GM
AT1G05620	0.23742169	GM	0.243892581	0.081463816	GM
AT4G31780	0.101540667	GM	0.108258676	0.042154132	GM
AT3G22425	0.074904387	GM	0.07736212	0.031557261	GM
AT3G27300	0.076868866	GM	0.087395316	0.04021926	GM
AT2G29560	0.080565096	GM	0.084381994	0.036694884	GM
AT2G02050	0.141397905	GM	0.156000914	0.079392342	GM
AT1G76450	0.380694827	GM	0.38736683	0.09105693	GM
AT3G54950	0.268249127	GM	0.271630015	0.062151533	GM
AT3G08610	0.127051562	GM	0.142198771	0.059708843	GM
AT1G20950	0.238853404	GM	0.245419686	0.072538616	GM
AT2G21940	0.231877315	GM	0.234600465	0.055887385	GM
AT5G26830	0.155404786	GM	0.161561555	0.053269106	GM
AT5G54080	0.198510533	GM	0.221434694	0.078223045	GM
AT1G21480	0.226153687	GM	0.23759952	0.095507599	GM
AT4G12440	0.218064454	GM	0.22564033	0.077082772	GM
AT3G54490	0.280341084	GM	0.291959995	0.08648853	GM
AT5G18280	0.089676376	GM	0.094019862	0.040611866	GM
AT4G32700	0.178081329	GM	0.18839005	0.065873415	GM
AT2G30570	0.2145932	GM	0.225781423	0.100480922	GM
AT4G29540	0.130066858	GM	0.137211168	0.071198157	GM
AT3G04080	0.06256822	GM	0.068976595	0.029794397	GM
AT4G04040	0.265212744	GM	0.270890139	0.06771924	GM
AT5G19740	0.2954233	GM	0.314848103	0.150005086	GM
AT3G25110	0.351785873	GM	0.363398228	0.090466592	GM
AT4G20870	0.290006151	GM	0.294148858	0.060383675	GM
AT1G03090	0.26305955	GM	0.273651048	0.079885508	GM
AT1G20810	0.326673414	GM	0.333893396	0.099093372	GM
AT4G33510	0.128357284	GM	0.134104453	0.046303758	GM
AT5G57655	0.141097526	GM	0.146005363	0.047843976	GM
AT5G27600	0.298266628	GM	0.304392817	0.076810122	GM
AT2G05920	0.358780743	GM	0.352859532	0.108471227	GM
AT2G14120	0.096795145	GM	0.106479554	0.042473503	GM
AT4G30580	0.158322964	GM	0.173536004	0.069325459	GM
AT3G10740	0.271976416	GM	0.279312256	0.067906764	GM
AT4G09510	0.215593102	GM	0.23036406	0.068426602	GM
AT3G53180	0.241621953	GM	0.25498777	0.06963282	GM
AT5G61580	0.219625336	GM	0.225663657	0.061313217	GM
AT4G18240	0.205073258	GM	0.214117249	0.05699545	GM
AT4G28130	0.263607258	GM	0.270342838	0.078661498	GM
AT3G11170	0.246731056	GM	0.269271709	0.142389426	GM
AT1G08250	0.143354328	GM	0.157656295	0.061045809	GM
AT2G01180	0.259227305	GM	0.276199211	0.081752835	GM
AT2G22250	0.209455851	GM	0.218318429	0.071780754	GM
AT1G18640	0.140249911	GM	0.14330273	0.040748768	GM
AT2G46370	0.34932621	GM	0.358054467	0.103670583	GM
AT2G40690	0.060761199	GM	0.067031655	0.032473753	GM
AT2G18730	0.345861818	GM	0.348267915	0.10132404	GM
AT4G00550	0.116419916	GM	0.125670883	0.050760292	GM
AT2G26550	0.167107572	GM	0.174120224	0.062186273	GM
AT5G18170	0.368113899	GM	0.366117979	0.094862318	GM
AT1G19710	0.193896154	GM	0.202161096	0.080458949	GM
AT3G58490	0.176856504	GM	0.22874805	0.136685463	GM
AT3G61510	0.163278686	GM	0.21262183	0.123596065	GM
AT4G36830	0.292119886	GM	0.304687704	0.085758971	GM
AT3G25220	0.26388968	GM	0.285077549	0.127119474	GM
AT1G15080	0.220387581	GM	0.223388006	0.070297625	GM
AT3G09820	0.077490274	GM	0.084824993	0.037208988	GM
AT1G11870	0.081727649	GM	0.087337346	0.042242506	GM
AT4G28730	0.359962312	GM	0.380643996	0.139411229	GM
AT5G63920	0.103096897	GM	0.10706632	0.038149876	GM
AT2G04350	0.299109735	GM	0.319586026	0.115506703	GM
AT1G49430	0.168585176	GM	0.178653999	0.066413542	GM
AT3G54020	0.148471853	GM	0.196201046	0.149040326	GM
AT3G18000	0.283989099	GM	0.289991297	0.070238382	GM
AT3G19480	0.203275496	GM	0.22061438	0.085050941	GM
AT1G07745	0.260878133	GM	0.261317497	0.070275169	GM
AT1G10630	0.19866044	GM	0.225511312	0.109347835	GM
AT3G14390	0.229673617	GM	0.280731195	0.167013821	GM
AT5G05460	0.3803555	GM	0.385074396	0.092334877	GM
AT2G45970	0.338366294	GM	0.346982052	0.119240273	GM
AT1G37150	0.252710563	GM	0.253462603	0.083569189	GM
AT4G33330	0.213259866	GM	0.219405046	0.068899231	GM
AT2G31955	0.24109981	GM	0.255090673	0.089815103	GM
AT5G36160	0.244833664	GM	0.246430667	0.066768251	GM
AT4G37870	0.28558595	GM	0.279983297	0.075316812	GM
AT2G22450	0.192881042	GM	0.192471551	0.05384024	GM
AT4G13780	0.082880196	GM	0.090886693	0.040546091	GM
AT1G77590	0.185703096	GM	0.196256437	0.066679933	GM
AT5G16910	0.365054138	GM	0.361329886	0.093339438	GM
AT3G62790	0.190576435	GM	0.19106393	0.067227761	GM
AT2G19900	0.379849161	GM	0.384229209	0.092559433	GM
AT4G39280	0.066844918	GM	0.075255207	0.039626518	GM
AT5G06300	0.307545899	GM	0.321224924	0.095792331	GM
AT1G68890	0.260141525	GM	0.256745978	0.049805912	GM
AT1G23870	0.08077531	GM	0.087246221	0.038052877	GM
AT5G62575	0.250888339	GM	0.249025286	0.063391707	GM
AT1G30110	0.291591958	GM	0.29947083	0.082660877	GM
AT1G29880	0.057785838	GM	0.061280715	0.026190488	GM
AT3G17940	0.142484961	GM	0.147285049	0.052588122	GM
AT1G53850	0.142425542	GM	0.149784871	0.065628281	GM
AT3G21160	0.098809652	GM	0.106737273	0.043838534	GM
AT4G21470	0.275591331	GM	0.292279519	0.087195627	GM
AT4G26690	0.383296177	GM	0.388194326	0.098716319	GM
AT3G10160	0.250186973	GM	0.267620709	0.095758542	GM
AT5G48580	0.312185619	GM	0.314430219	0.115635885	GM
AT2G39930	0.080141645	GM	0.083129039	0.035193733	GM
AT3G11670	0.152144473	GM	0.156058471	0.053479786	GM
AT3G55400	0.220685705	GM	0.239292113	0.082681261	GM
AT3G18660	0.299048807	GM	0.319746584	0.096838145	GM
AT4G02610	0.147476333	GM	0.161326464	0.052780946	GM
AT2G47170	0.196726299	GM	0.230322926	0.128966095	GM
AT5G26667	0.27489002	GM	0.307947445	0.177826867	GM
AT3G23810	0.313193061	GM	0.324231923	0.073084911	GM
AT2G36460	0.311511715	GM	0.316602954	0.089798973	GM
AT3G07330	0.174827488	GM	0.180362911	0.069226431	GM
AT2G27760	0.19835788	GM	0.201614243	0.054001734	GM
AT1G09420	0.325042373	GM	0.333630718	0.083278372	GM
AT4G24650	0.367861478	GM	0.384174484	0.11799825	GM
AT3G61200	0.247362047	GM	0.25022652	0.066669043	GM
AT3G23630	0.328200813	GM	0.337632084	0.097805897	GM
AT1G03520	0.196405655	GM	0.203082847	0.056712372	GM
AT4G16265	0.125928183	GM	0.1313666	0.045920994	GM
AT3G04940	0.123764751	GM	0.14660923	0.068528718	GM
AT1G15710	0.256584204	GM	0.273778562	0.094237958	GM
AT3G16630	0.052378804	GM	0.061318056	0.031431789	GM
AT1G02720	0.282941223	GM	0.29525056	0.094344737	GM
AT5G14220	0.2635755	GM	0.270750064	0.072487655	GM
AT5G61410	0.077203148	GM	0.087438029	0.046183678	GM
AT5G18200	0.143596578	GM	0.153254552	0.05997468	GM
AT5G14620	0.214135018	GM	0.222234838	0.076019849	GM
AT2G34980	0.222400124	GM	0.228897207	0.07464143	GM
AT1G30000	0.080085864	GM	0.090644717	0.041143254	GM
AT5G28050	0.309023539	GM	0.305698823	0.085117385	GM
AT5G24400	0.392236968	GM	0.395753658	0.110718192	GM
AT4G30810	0.355335036	GM	0.366597431	0.126604074	GM
AT3G02630	0.168495564	GM	0.173329933	0.054326056	GM
AT5G48545	0.273335452	GM	0.303371352	0.158600878	GM
AT4G29130	0.112221246	GM	0.125750627	0.055095909	GM
AT5G18900	0.290557612	GM	0.298708235	0.085232584	GM
AT4G25434	0.291279118	GM	0.303534333	0.100364305	GM
AT1G04640	0.206792316	GM	0.21484735	0.081319212	GM
AT5G13410	0.274930107	GM	0.29709081	0.119956008	GM
AT3G01120	0.18609026	GM	0.1928009	0.067426228	GM
AT5G13630	0.088103094	GM	0.093865282	0.043448633	GM
AT5G47840	0.135571271	GM	0.152917932	0.069758807	GM
AT5G42390	0.085934949	GM	0.093000694	0.040236228	GM
AT3G06580	0.106959017	GM	0.113775802	0.040627618	GM
AT1G63000	0.282200822	GM	0.293318726	0.11618604	GM
AT5G23300	0.058752012	GM	0.06549763	0.035281491	GM
AT2G26830	0.155119802	GM	0.16944297	0.062904154	GM
AT4G26260	0.267975334	GM	0.268331994	0.068771606	GM
AT1G75680	0.382026292	GM	0.393511004	0.111141385	GM
AT3G05350	0.114732432	GM	0.118205968	0.044154793	GM
AT2G38040	0.192458409	GM	0.19274883	0.064182755	GM
AT1G56190	0.162308273	GM	0.17840623	0.075333501	GM
AT1G75840	0.226326566	GM	0.253631025	0.132388696	GM
AT5G47435	0.35516123	GM	0.363964806	0.08242923	GM
AT1G74920	0.34256224	GM	0.358931534	0.117384945	GM
AT2G39770	0.248551927	GM	0.250368261	0.062907974	GM
AT4G20890	0.293550696	GM	0.306830371	0.12455536	GM
AT3G02660	0.059618506	GM	0.066485683	0.031120116	GM
AT5G14800	0.086652015	GM	0.092650606	0.041923918	GM
AT1G51590	0.11574229	GM	0.127216543	0.05003753	GM
AT3G54050	0.283804895	GM	0.294135679	0.09853368	GM
AT5G64040	0.245158066	GM	0.260157577	0.097075163	GM
AT1G11475	0.317591935	GM	0.343513633	0.156204437	GM
AT4G22340	0.141761779	GM	0.147826199	0.049593138	GM
AT1G04420	0.239097624	GM	0.25386905	0.08474069	GM
AT5G19220	0.269268036	GM	0.271512419	0.077216257	GM
AT3G44620	0.164232597	GM	0.169901444	0.061110938	GM
AT1G06690	0.367298361	GM	0.381734246	0.082487555	GM
AT4G01220	0.104784791	GM	0.110874105	0.046137195	GM
AT3G01640	0.106911007	GM	0.112654278	0.037273081	GM
AT1G62640	0.183142501	GM	0.190183382	0.068202059	GM
ATCG00140	0.276177609	GM	0.29634077	0.146756939	GM
AT4G04870	0.075345073	GM	0.081544761	0.035254195	GM
AT1G50840	0.129162865	GM	0.129042857	0.03832855	GM
AT3G13730	0.363455216	GM	0.376633935	0.143429907	GM
AT1G51650	0.146702086	GM	0.152622077	0.055147499	GM
AT5G35790	0.149129317	GM	0.160435661	0.051574924	GM
AT5G18930	0.210117281	GM	0.220940898	0.067933286	GM
AT4G09990	0.377839972	GM	0.390082126	0.109307807	GM
AT1G29900	0.074552383	GM	0.08371541	0.050102921	GM
AT3G06810	0.26086013	GM	0.270620622	0.08651046	GM
AT4G37040	0.18186892	GM	0.192045444	0.076609115	GM
AT2G27820	0.139038959	GM	0.150338212	0.054540234	GM
AT5G20980	0.096871753	GM	0.110600885	0.05060208	GM
AT1G77440	0.112043433	GM	0.119877049	0.051999697	GM
AT2G47420	0.10917867	GM	0.117732077	0.044122626	GM
AT5G04900	0.300108089	GM	0.314953708	0.136866208	GM
AT1G47250	0.194129794	GM	0.199610949	0.073476173	GM
AT1G53140	0.12224561	GM	0.129693001	0.059448872	GM
AT5G49650	0.119471664	GM	0.132099275	0.058554022	GM
AT3G06200	0.080199887	GM	0.079798663	0.023941945	GM
AT2G34590	0.065320984	GM	0.073870266	0.030955174	GM
AT4G01850	0.2498798	GM	0.253059363	0.072985995	GM
AT2G06925	0.154926217	GM	0.165124915	0.050412356	GM
AT5G63770	0.239462667	GM	0.239875509	0.059042206	GM
AT4G17050	0.320701941	GM	0.358730107	0.170640674	GM
AT3G23940	0.128629039	GM	0.149141146	0.074306276	GM
AT3G25585	0.283408543	GM	0.290312397	0.082930759	GM
AT1G63180	0.329273934	GM	0.351987412	0.121489635	GM
AT1G68460	0.301198144	GM	0.308598543	0.109071951	GM
AT2G30920	0.118724274	GM	0.124223338	0.04800808	GM
AT5G43940	0.156407397	GM	0.160368434	0.060153905	GM
AT1G70580	0.112854279	GM	0.117423817	0.041100449	GM
AT5G03690	0.185901822	GM	0.193182039	0.062499342	GM
AT1G78900	0.047516366	GM	0.056940248	0.027225198	GM
AT4G32360	0.135137794	GM	0.137829113	0.038623228	GM
AT1G64550	0.019586305	GM	0.022197603	0.011849431	GM
AT1G75330	0.125529358	GM	0.142826276	0.075043771	GM
AT3G54720	0.100035855	GM	0.108072027	0.043336632	GM
AT1G50460	0.141110493	GM	0.149657492	0.062686054	GM
AT5G45900	0.211599342	GM	0.22796724	0.075520772	GM
AT1G65590	0.312689569	GM	0.321567355	0.082847345	GM
AT3G51830	0.194821936	GM	0.204988869	0.069032336	GM
AT4G31990	0.094375594	GM	0.098276393	0.037630876	GM
AT4G33070	0.307227318	GM	0.314303428	0.096998034	GM
